Welcome to Producer/Consumer using Locks implementation.
Would you like to use 
1) 5 Producers and 2 Consumers or
Producer 2 placed 624 into the buffer.
Consumer 2 took 390 from the buffer.
Consumer 1 took 217 from the buffer.
Producer 3 placed 626 into the buffer.
Consumer 2 took 939 from the buffer.
Producer 1 placed 179 into the buffer.
Consumer 1 took 665 from the buffer.
Producer 4 placed 795 into the buffer.
Producer 5 placed 780 into the buffer.
Consumer 2 took 545 from the buffer.
Consumer 1 took 342 from the buffer.
Consumer 2 took 204 from the buffer.
Producer 2 placed 935 into the buffer.
Producer 3 placed 289 into the buffer.
Consumer 1 took 431 from the buffer.
Consumer 2 took 625 from the buffer.
Producer 4 placed 405 into the buffer.
Producer 1 placed 965 into the buffer.
Consumer 1 took 770 from the buffer.
Producer 2 placed 915 into the buffer.
Consumer 2 took 624 from the buffer.
Producer 5 placed 901 into the buffer.
Consumer 1 took 179 from the buffer.
Consumer 2 took 626 from the buffer.
Producer 3 placed 461 into the buffer.
Producer 4 placed 487 into the buffer.
Consumer 1 took 795 from the buffer.
Consumer 2 took 780 from the buffer.
Producer 1 placed 701 into the buffer.
Producer 1 placed 182 into the buffer.
Consumer 1 took 935 from the buffer.
Consumer 2 took 289 from the buffer.
Producer 3 placed 822 into the buffer.
Producer 5 placed 953 into the buffer.
Consumer 1 took 965 from the buffer.
Consumer 2 took 405 from the buffer.
Producer 4 placed 341 into the buffer.
Producer 2 placed 179 into the buffer.
Consumer 1 took 901 from the buffer.
Producer 1 placed 945 into the buffer.
Producer 3 placed 294 into the buffer.
Consumer 2 took 915 from the buffer.
Consumer 1 took 487 from the buffer.
Consumer 2 took 461 from the buffer.
Producer 4 placed 856 into the buffer.
Producer 5 placed 859 into the buffer.
Consumer 1 took 701 from the buffer.
Producer 2 placed 840 into the buffer.
Producer 1 placed 46 into the buffer.
Consumer 2 took 182 from the buffer.
Consumer 1 took 953 from the buffer.
Producer 3 placed 65 into the buffer.
Consumer 2 took 822 from the buffer.
Producer 4 placed 449 into the buffer.
Consumer 2 took 341 from the buffer.
Producer 5 placed 909 into the buffer.
Producer 2 placed 876 into the buffer.
Consumer 1 took 179 from the buffer.
Consumer 1 took 945 from the buffer.
Consumer 2 took 294 from the buffer.
Producer 3 placed 678 into the buffer.
Producer 1 placed 505 into the buffer.
Consumer 2 took 859 from the buffer.
Producer 4 placed 94 into the buffer.
Producer 5 placed 705 into the buffer.
Consumer 1 took 856 from the buffer.
Consumer 1 took 46 from the buffer.
Producer 3 placed 745 into the buffer.
Producer 2 placed 289 into the buffer.
Consumer 2 took 840 from the buffer.
Consumer 1 took 65 from the buffer.
Producer 1 placed 462 into the buffer.
Consumer 2 took 449 from the buffer.
Producer 4 placed 466 into the buffer.
Consumer 2 took 876 from the buffer.
Consumer 1 took 909 from the buffer.
Producer 3 placed 529 into the buffer.
Producer 5 placed 723 into the buffer.
Consumer 1 took 505 from the buffer.
Consumer 2 took 678 from the buffer.
Producer 1 placed 621 into the buffer.
Producer 2 placed 584 into the buffer.
Consumer 1 took 94 from the buffer.
Producer 5 placed 721 into the buffer.
Consumer 2 took 705 from the buffer.
Producer 4 placed 777 into the buffer.
Consumer 2 took 745 from the buffer.
Consumer 1 took 289 from the buffer.
Producer 1 placed 37 into the buffer.
Producer 3 placed 301 into the buffer.
Consumer 1 took 462 from the buffer.
Producer 5 placed 504 into the buffer.
Consumer 2 took 466 from the buffer.
Producer 2 placed 821 into the buffer.
Consumer 1 took 723 from the buffer.
Producer 4 placed 570 into the buffer.
Producer 1 placed 813 into the buffer.
Consumer 2 took 529 from the buffer.
Consumer 1 took 584 from the buffer.
Producer 3 placed 492 into the buffer.
Producer 3 placed 610 into the buffer.
Consumer 2 took 621 from the buffer.
Consumer 2 took 777 from the buffer.
Producer 4 placed 62 into the buffer.
Producer 2 placed 202 into the buffer.
Consumer 1 took 721 from the buffer.
Consumer 1 took 37 from the buffer.
Producer 1 placed 994 into the buffer.
Consumer 2 took 301 from the buffer.
Producer 3 placed 729 into the buffer.
Consumer 2 took 821 from the buffer.
Consumer 1 took 504 from the buffer.
Producer 4 placed 895 into the buffer.
Producer 5 placed 232 into the buffer.
Consumer 2 took 570 from the buffer.
Consumer 1 took 813 from the buffer.
Producer 1 placed 752 into the buffer.
Producer 2 placed 64 into the buffer.
Consumer 2 took 492 from the buffer.
Producer 3 placed 643 into the buffer.
Consumer 1 took 610 from the buffer.
Producer 4 placed 386 into the buffer.
Consumer 2 took 202 from the buffer.
Producer 5 placed 149 into the buffer.
Consumer 1 took 62 from the buffer.
Producer 1 placed 964 into the buffer.
Consumer 2 took 994 from the buffer.
Producer 2 placed 875 into the buffer.
Consumer 1 took 729 from the buffer.
Producer 3 placed 605 into the buffer.
Producer 4 placed 957 into the buffer.
Consumer 2 took 232 from the buffer.
Consumer 1 took 895 from the buffer.
Producer 5 placed 706 into the buffer.
Consumer 2 took 64 from the buffer.
Producer 1 placed 47 into the buffer.
Consumer 1 took 752 from the buffer.
Producer 2 placed 493 into the buffer.
Consumer 2 took 643 from the buffer.
Producer 3 placed 290 into the buffer.
Consumer 1 took 386 from the buffer.
Producer 4 placed 427 into the buffer.
Consumer 2 took 149 from the buffer.
Producer 5 placed 768 into the buffer.
Consumer 1 took 964 from the buffer.
Producer 1 placed 827 into the buffer.
Producer 2 placed 896 into the buffer.
Consumer 2 took 875 from the buffer.
Consumer 1 took 605 from the buffer.
Producer 3 placed 626 into the buffer.
Consumer 2 took 957 from the buffer.
Producer 4 placed 269 into the buffer.
Consumer 1 took 706 from the buffer.
Producer 5 placed 361 into the buffer.
Consumer 2 took 47 from the buffer.
Producer 1 placed 299 into the buffer.
Consumer 1 took 493 from the buffer.
Producer 2 placed 687 into the buffer.
Consumer 2 took 290 from the buffer.
Producer 3 placed 680 into the buffer.
Consumer 1 took 427 from the buffer.
Producer 4 placed 897 into the buffer.
Consumer 2 took 768 from the buffer.
